TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_DATE,POSTED_TS,TRANSACTION_TYPE,TRANSACTION_CHANNEL,DEBIT_CREDIT_INDICATOR,AMOUNT,SIGNED_AMOUNT,DESCRIPTION,MERCHANT_NAME,BRANCH_ID,REFERENCE_NUMBER,TRANSACTION_STATUS,CREATED_TS
438,103,2024-02-11,2024-02-11 18:15:16,DEBIT_CARD,CARD,DEBIT,68.88,-68.88,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000438,POSTED,2024-02-11 00:00:00
439,126,2026-04-03,2026-04-03 01:56:52,ATM,ATM,DEBIT,501.58,-501.58,Synthetic atm transaction,,,TXN00000000000439,POSTED,2026-04-03 00:00:00
440,46,2024-04-01,2024-04-02 13:51:41,CHECK,BRANCH,DEBIT,3045.48,-3045.48,Synthetic check transaction,,16.0,TXN00000000000440,POSTED,2024-04-01 00:00:00
441,127,2024-12-13,2024-12-15 21:21:53,DEBIT_CARD,CARD,DEBIT,245.47,-245.47,Synthetic debit card transaction,Online Marketplace,,TXN00000000000441,POSTED,2024-12-13 00:00:00
442,9,2023-12-25,2023-12-25 02:37:12,DEPOSIT,MOBILE,CREDIT,10237.43,10237.43,Synthetic deposit transaction,,,TXN00000000000442,POSTED,2023-12-25 00:00:00
443,9,2021-02-20,2021-02-22 07:38:00,DEBIT_CARD,CARD,DEBIT,63.12,-63.12,Synthetic debit card transaction,Home Supply Center,,TXN00000000000443,POSTED,2021-02-20 00:00:00
444,29,2018-06-30,2018-07-01 12:01:20,FEE,INTERNAL,DEBIT,25.27,-25.27,Synthetic fee transaction,,,TXN00000000000444,POSTED,2018-06-30 00:00:00
445,97,2026-03-23,2026-03-24 02:40:52,DEPOSIT,BRANCH,CREDIT,7093.75,7093.75,Synthetic deposit transaction,,16.0,TXN00000000000445,POSTED,2026-03-23 00:00:00
446,90,2025-10-21,2025-10-21 04:06:37,ACH,ACH,CREDIT,5951.87,5951.87,Synthetic ach transaction,,,TXN00000000000446,POSTED,2025-10-21 00:00:00
447,63,2018-04-18,2018-04-18 23:44:49,ATM,ATM,CREDIT,215.8,215.8,Synthetic atm transaction,,,TXN00000000000447,POSTED,2018-04-18 00:00:00
448,10,2019-01-25,2019-01-27 23:46:52,FEE,INTERNAL,DEBIT,32.84,-32.84,Synthetic fee transaction,,,TXN00000000000448,POSTED,2019-01-25 00:00:00
449,82,2014-09-01,2014-09-02 12:10:15,CHECK,BRANCH,DEBIT,2769.64,-2769.64,Synthetic check transaction,,15.0,TXN00000000000449,POSTED,2014-09-01 00:00:00
450,129,2026-01-30,2026-01-31 15:01:05,DEBIT_CARD,CARD,DEBIT,225.14,-225.14,Synthetic debit card transaction,North Star Grocery,,TXN00000000000450,POSTED,2026-01-30 00:00:00
451,55,2020-10-03,2020-10-04 19:05:53,ATM,ATM,CREDIT,436.27,436.27,Synthetic atm transaction,,,TXN00000000000451,POSTED,2020-10-03 00:00:00
452,87,2013-08-14,2013-08-16 10:33:16,ACH,ACH,CREDIT,3917.93,3917.93,Synthetic ach transaction,,,TXN00000000000452,POSTED,2013-08-14 00:00:00
453,77,2021-10-31,2021-11-02 00:54:05,FEE,INTERNAL,DEBIT,15.05,-15.05,Synthetic fee transaction,,,TXN00000000000453,POSTED,2021-10-31 00:00:00
454,141,2025-12-23,2025-12-25 10:54:17,DEPOSIT,BRANCH,CREDIT,3229.87,3229.87,Synthetic deposit transaction,,20.0,TXN00000000000454,POSTED,2025-12-23 00:00:00
455,112,2020-08-04,2020-08-06 01:54:09,INTEREST,INTERNAL,CREDIT,36.94,36.94,Synthetic interest transaction,,,TXN00000000000455,POSTED,2020-08-04 00:00:00
456,77,2026-06-11,2026-06-12 23:02:36,DEBIT_CARD,CARD,DEBIT,381.15,-381.15,Synthetic debit card transaction,River Cafe,,TXN00000000000456,POSTED,2026-06-11 00:00:00
457,42,2016-06-20,2016-06-22 10:02:20,FEE,INTERNAL,DEBIT,11.0,-11.0,Synthetic fee transaction,,,TXN00000000000457,POSTED,2016-06-20 00:00:00
458,80,2025-04-10,2025-04-10 18:48:57,DEBIT_CARD,CARD,DEBIT,93.29,-93.29,Synthetic debit card transaction,River Cafe,,TXN00000000000458,POSTED,2025-04-10 00:00:00
459,72,2026-03-19,2026-03-19 04:37:47,ACH,ACH,DEBIT,1900.58,-1900.58,Synthetic ach transaction,,,TXN00000000000459,POSTED,2026-03-19 00:00:00
460,105,2023-02-28,2023-03-01 12:25:37,FEE,INTERNAL,DEBIT,14.44,-14.44,Synthetic fee transaction,,,TXN00000000000460,POSTED,2023-02-28 00:00:00
461,31,2026-05-30,2026-05-30 22:49:18,FEE,INTERNAL,DEBIT,28.99,-28.99,Synthetic fee transaction,,,TXN00000000000461,POSTED,2026-05-30 00:00:00
462,85,2024-02-04,2024-02-06 22:37:39,CHECK,BRANCH,DEBIT,594.23,-594.23,Synthetic check transaction,,19.0,TXN00000000000462,POSTED,2024-02-04 00:00:00
463,71,2023-04-11,2023-04-12 06:51:31,DEBIT_CARD,CARD,DEBIT,315.73,-315.73,Synthetic debit card transaction,North Star Grocery,,TXN00000000000463,POSTED,2023-04-11 00:00:00
464,122,2025-12-11,2025-12-13 22:24:02,ATM,ATM,CREDIT,496.39,496.39,Synthetic atm transaction,,,TXN00000000000464,POSTED,2025-12-11 00:00:00
465,9,2019-10-08,2019-10-09 02:25:20,FEE,INTERNAL,DEBIT,17.37,-17.37,Synthetic fee transaction,,,TXN00000000000465,POSTED,2019-10-08 00:00:00
466,32,2023-08-30,2023-08-30 21:54:36,DEPOSIT,BRANCH,CREDIT,11131.54,11131.54,Synthetic deposit transaction,,9.0,TXN00000000000466,POSTED,2023-08-30 00:00:00
467,24,2018-10-29,2018-10-29 02:28:01,DEBIT_CARD,CARD,DEBIT,396.12,-396.12,Synthetic debit card transaction,Home Supply Center,,TXN00000000000467,POSTED,2018-10-29 00:00:00
468,71,2019-03-31,2019-04-01 06:45:20,DEPOSIT,ACH,CREDIT,11119.44,11119.44,Synthetic deposit transaction,,,TXN00000000000468,POSTED,2019-03-31 00:00:00
469,26,2017-10-02,2017-10-02 03:47:37,FEE,INTERNAL,DEBIT,23.13,-23.13,Synthetic fee transaction,,,TXN00000000000469,POSTED,2017-10-02 00:00:00
470,48,2023-03-16,2023-03-16 08:04:12,DEBIT_CARD,CARD,DEBIT,283.85,-283.85,Synthetic debit card transaction,River Cafe,,TXN00000000000470,POSTED,2023-03-16 00:00:00
471,41,2020-09-22,2020-09-22 12:37:56,DEBIT_CARD,CARD,DEBIT,216.83,-216.83,Synthetic debit card transaction,Home Supply Center,,TXN00000000000471,POSTED,2020-09-22 00:00:00
472,84,2024-07-24,2024-07-26 16:23:44,DEBIT_CARD,CARD,DEBIT,178.89,-178.89,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000472,POSTED,2024-07-24 00:00:00
473,147,2024-08-08,2024-08-08 03:37:30,ACH,ACH,DEBIT,1589.15,-1589.15,Synthetic ach transaction,,,TXN00000000000473,POSTED,2024-08-08 00:00:00
474,103,2025-07-31,2025-08-02 04:19:32,DEBIT_CARD,CARD,DEBIT,79.04,-79.04,Synthetic debit card transaction,Online Marketplace,,TXN00000000000474,POSTED,2025-07-31 00:00:00
475,135,2025-05-14,2025-05-16 14:45:51,DEPOSIT,BRANCH,CREDIT,8568.49,8568.49,Synthetic deposit transaction,,4.0,TXN00000000000475,POSTED,2025-05-14 00:00:00
476,69,2022-05-19,,DEPOSIT,MOBILE,CREDIT,7208.99,7208.99,Synthetic deposit transaction,,,TXN00000000000476,REJECTED,2022-05-19 00:00:00
477,73,2026-07-06,,FEE,INTERNAL,DEBIT,6.15,-6.15,Synthetic fee transaction,,,TXN00000000000477,PENDING,2026-07-06 00:00:00
478,61,2025-06-09,2025-06-09 23:32:16,DEBIT_CARD,CARD,DEBIT,41.33,-41.33,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000478,POSTED,2025-06-09 00:00:00
479,102,2013-11-19,2013-11-21 19:47:53,INTEREST,INTERNAL,CREDIT,139.25,139.25,Synthetic interest transaction,,,TXN00000000000479,POSTED,2013-11-19 00:00:00
480,61,2023-10-16,2023-10-17 03:00:29,WITHDRAWAL,ATM,DEBIT,770.22,-770.22,Synthetic withdrawal transaction,,,TXN00000000000480,POSTED,2023-10-16 00:00:00
481,34,2026-02-06,2026-02-06 09:36:21,ACH,ACH,DEBIT,5583.7,-5583.7,Synthetic ach transaction,,,TXN00000000000481,POSTED,2026-02-06 00:00:00
482,23,2024-10-28,,INTEREST,INTERNAL,CREDIT,78.32,78.32,Synthetic interest transaction,,,TXN00000000000482,PENDING,2024-10-28 00:00:00
483,128,2025-06-14,2025-06-16 12:24:31,WITHDRAWAL,ATM,DEBIT,2258.93,-2258.93,Synthetic withdrawal transaction,,,TXN00000000000483,POSTED,2025-06-14 00:00:00
484,68,2019-02-28,2019-03-02 19:12:00,DEBIT_CARD,CARD,DEBIT,344.36,-344.36,Synthetic debit card transaction,Metro Fuel,,TXN00000000000484,POSTED,2019-02-28 00:00:00
485,113,2009-10-28,2009-10-29 07:46:47,WIRE,ONLINE,DEBIT,6875.49,-6875.49,Synthetic wire transaction,,,TXN00000000000485,POSTED,2009-10-28 00:00:00
486,30,2025-07-27,2025-07-27 09:00:15,ACH,ACH,CREDIT,5078.88,5078.88,Synthetic ach transaction,,,TXN00000000000486,POSTED,2025-07-27 00:00:00
487,90,2020-04-22,2020-04-22 15:27:58,ATM,ATM,CREDIT,346.68,346.68,Synthetic atm transaction,,,TXN00000000000487,POSTED,2020-04-22 00:00:00
488,150,2024-03-19,2024-03-19 23:55:55,DEBIT_CARD,CARD,DEBIT,346.41,-346.41,Synthetic debit card transaction,Home Supply Center,,TXN00000000000488,POSTED,2024-03-19 00:00:00
489,7,2022-03-02,2022-03-02 05:54:10,FEE,INTERNAL,DEBIT,38.48,-38.48,Synthetic fee transaction,,,TXN00000000000489,POSTED,2022-03-02 00:00:00
490,118,2025-08-15,2025-08-17 05:16:10,DEBIT_CARD,CARD,DEBIT,296.31,-296.31,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000490,POSTED,2025-08-15 00:00:00
491,146,2017-04-10,2017-04-10 06:44:21,ATM,ATM,DEBIT,337.35,-337.35,Synthetic atm transaction,,,TXN00000000000491,POSTED,2017-04-10 00:00:00
492,103,2023-07-19,2023-07-20 23:07:31,ACH,ACH,CREDIT,2346.3,2346.3,Synthetic ach transaction,,,TXN00000000000492,POSTED,2023-07-19 00:00:00
493,40,2019-12-06,2019-12-07 13:19:48,DEBIT_CARD,CARD,DEBIT,163.49,-163.49,Synthetic debit card transaction,North Star Grocery,,TXN00000000000493,POSTED,2019-12-06 00:00:00
494,52,2025-09-16,2025-09-17 20:42:01,DEBIT_CARD,CARD,DEBIT,43.33,-43.33,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000494,POSTED,2025-09-16 00:00:00
495,48,2018-10-22,2018-10-23 23:09:27,CHECK,BRANCH,DEBIT,3893.62,-3893.62,Synthetic check transaction,,15.0,TXN00000000000495,POSTED,2018-10-22 00:00:00
496,40,2024-02-18,2024-02-20 23:39:58,DEBIT_CARD,CARD,DEBIT,38.39,-38.39,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000496,POSTED,2024-02-18 00:00:00
497,33,2026-03-16,2026-03-17 13:23:08,WITHDRAWAL,BRANCH,DEBIT,1386.47,-1386.47,Synthetic withdrawal transaction,,20.0,TXN00000000000497,POSTED,2026-03-16 00:00:00
498,28,2024-07-05,2024-07-06 12:39:34,DEBIT_CARD,CARD,DEBIT,161.89,-161.89,Synthetic debit card transaction,Online Marketplace,,TXN00000000000498,POSTED,2024-07-05 00:00:00
499,5,2010-05-22,2010-05-24 03:17:28,DEPOSIT,BRANCH,CREDIT,562.2,562.2,Synthetic deposit transaction,,19.0,TXN00000000000499,POSTED,2010-05-22 00:00:00
500,77,2020-06-30,2020-07-02 10:58:58,CHECK,MOBILE,DEBIT,1378.51,-1378.51,Synthetic check transaction,,,TXN00000000000500,POSTED,2020-06-30 00:00:00
501,48,2013-10-21,2013-10-21 12:30:19,WIRE,ONLINE,CREDIT,643.25,643.25,Synthetic wire transaction,,,TXN00000000000501,POSTED,2013-10-21 00:00:00
502,123,2017-05-04,2017-05-06 01:09:34,FEE,INTERNAL,DEBIT,32.63,-32.63,Synthetic fee transaction,,,TXN00000000000502,POSTED,2017-05-04 00:00:00
503,102,2014-01-04,2014-01-04 01:57:09,ACH,ACH,DEBIT,4183.79,-4183.79,Synthetic ach transaction,,,TXN00000000000503,POSTED,2014-01-04 00:00:00
504,54,2021-07-20,2021-07-20 10:47:20,CHECK,MOBILE,DEBIT,362.65,-362.65,Synthetic check transaction,,,TXN00000000000504,POSTED,2021-07-20 00:00:00
505,122,2024-06-25,2024-06-25 17:40:03,ACH,ACH,DEBIT,142.28,-142.28,Synthetic ach transaction,,,TXN00000000000505,POSTED,2024-06-25 00:00:00
506,52,2023-07-11,2023-07-12 06:16:09,DEBIT_CARD,CARD,DEBIT,48.89,-48.89,Synthetic debit card transaction,Home Supply Center,,TXN00000000000506,POSTED,2023-07-11 00:00:00
507,127,2023-09-14,2023-09-15 20:31:39,CHECK,BRANCH,DEBIT,1954.68,-1954.68,Synthetic check transaction,,7.0,TXN00000000000507,POSTED,2023-09-14 00:00:00
508,125,2019-03-31,2019-04-01 23:12:28,INTEREST,INTERNAL,CREDIT,138.32,138.32,Synthetic interest transaction,,,TXN00000000000508,POSTED,2019-03-31 00:00:00
509,107,2023-05-30,2023-05-31 01:02:17,ACH,ACH,CREDIT,1745.86,1745.86,Synthetic ach transaction,,,TXN00000000000509,POSTED,2023-05-30 00:00:00
510,113,2013-11-02,2013-11-04 12:39:47,DEBIT_CARD,CARD,DEBIT,326.18,-326.18,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000510,POSTED,2013-11-02 00:00:00
511,93,2025-07-10,2025-07-10 11:22:56,DEBIT_CARD,CARD,DEBIT,301.17,-301.17,Synthetic debit card transaction,Metro Fuel,,TXN00000000000511,POSTED,2025-07-10 00:00:00
512,126,2017-05-13,,DEPOSIT,BRANCH,CREDIT,6690.83,6690.83,Synthetic deposit transaction,,22.0,TXN00000000000512,REJECTED,2017-05-13 00:00:00
513,92,2022-05-05,2022-05-06 20:58:10,DEBIT_CARD,CARD,DEBIT,363.65,-363.65,Synthetic debit card transaction,River Cafe,,TXN00000000000513,POSTED,2022-05-05 00:00:00
514,59,2014-08-31,2014-08-31 11:00:30,DEBIT_CARD,CARD,DEBIT,346.91,-346.91,Synthetic debit card transaction,Online Marketplace,,TXN00000000000514,POSTED,2014-08-31 00:00:00
515,132,2022-06-03,2022-06-04 20:23:37,FEE,INTERNAL,DEBIT,43.99,-43.99,Synthetic fee transaction,,,TXN00000000000515,POSTED,2022-06-03 00:00:00
516,27,2022-11-18,2022-11-19 08:09:01,ACH,ACH,DEBIT,963.27,-963.27,Synthetic ach transaction,,,TXN00000000000516,POSTED,2022-11-18 00:00:00
517,130,2023-09-21,2023-09-23 13:47:34,DEPOSIT,ACH,CREDIT,4028.6,4028.6,Synthetic deposit transaction,,,TXN00000000000517,POSTED,2023-09-21 00:00:00
518,52,2025-02-21,2025-02-21 19:22:14,WITHDRAWAL,ATM,DEBIT,731.16,-731.16,Synthetic withdrawal transaction,,,TXN00000000000518,POSTED,2025-02-21 00:00:00
519,96,2024-03-03,2024-03-04 06:06:12,DEBIT_CARD,CARD,DEBIT,354.89,-354.89,Synthetic debit card transaction,Metro Fuel,,TXN00000000000519,POSTED,2024-03-03 00:00:00
520,105,2025-04-19,2025-04-20 13:40:19,WITHDRAWAL,BRANCH,DEBIT,1929.98,-1929.98,Synthetic withdrawal transaction,,6.0,TXN00000000000520,POSTED,2025-04-19 00:00:00
521,18,2011-03-02,2011-03-03 22:42:36,DEBIT_CARD,CARD,DEBIT,178.79,-178.79,Synthetic debit card transaction,North Star Grocery,,TXN00000000000521,POSTED,2011-03-02 00:00:00
522,39,2020-09-18,2020-09-19 01:03:38,ACH,ACH,CREDIT,4336.27,4336.27,Synthetic ach transaction,,,TXN00000000000522,POSTED,2020-09-18 00:00:00
523,3,2013-11-13,2013-11-14 23:28:47,DEBIT_CARD,CARD,DEBIT,399.75,-399.75,Synthetic debit card transaction,Online Marketplace,,TXN00000000000523,POSTED,2013-11-13 00:00:00
524,114,2022-11-22,2022-11-24 04:48:00,DEPOSIT,MOBILE,CREDIT,462.9,462.9,Synthetic deposit transaction,,,TXN00000000000524,POSTED,2022-11-22 00:00:00
525,33,2025-04-14,2025-04-14 11:39:10,WITHDRAWAL,ATM,DEBIT,1312.91,-1312.91,Synthetic withdrawal transaction,,,TXN00000000000525,POSTED,2025-04-14 00:00:00
526,6,2008-11-09,2008-11-09 04:21:54,DEPOSIT,MOBILE,CREDIT,11843.72,11843.72,Synthetic deposit transaction,,,TXN00000000000526,POSTED,2008-11-09 00:00:00
527,96,2020-09-08,2020-09-08 00:22:46,CHECK,BRANCH,DEBIT,1805.97,-1805.97,Synthetic check transaction,,8.0,TXN00000000000527,POSTED,2020-09-08 00:00:00
528,117,2026-07-07,2026-07-08 17:42:27,WITHDRAWAL,ATM,DEBIT,1673.97,-1673.97,Synthetic withdrawal transaction,,,TXN00000000000528,POSTED,2026-07-07 00:00:00
529,36,2026-06-15,2026-06-15 10:40:18,DEBIT_CARD,CARD,DEBIT,370.81,-370.81,Synthetic debit card transaction,River Cafe,,TXN00000000000529,POSTED,2026-06-15 00:00:00
530,109,2022-05-03,2022-05-04 14:19:14,ACH,ACH,DEBIT,2690.83,-2690.83,Synthetic ach transaction,,,TXN00000000000530,POSTED,2022-05-03 00:00:00
531,104,2024-10-18,2024-10-20 21:01:05,DEBIT_CARD,CARD,DEBIT,287.5,-287.5,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000531,POSTED,2024-10-18 00:00:00
532,126,2024-06-14,2024-06-16 14:51:41,DEPOSIT,MOBILE,CREDIT,1570.03,1570.03,Synthetic deposit transaction,,,TXN00000000000532,POSTED,2024-06-14 00:00:00
533,136,2013-08-12,2013-08-14 21:18:34,FEE,INTERNAL,DEBIT,42.76,-42.76,Synthetic fee transaction,,,TXN00000000000533,POSTED,2013-08-12 00:00:00
534,31,2025-10-10,2025-10-11 03:16:02,ACH,ACH,CREDIT,728.51,728.51,Synthetic ach transaction,,,TXN00000000000534,POSTED,2025-10-10 00:00:00
535,78,2023-11-28,2023-11-28 15:41:53,DEBIT_CARD,CARD,DEBIT,24.75,-24.75,Synthetic debit card transaction,River Cafe,,TXN00000000000535,POSTED,2023-11-28 00:00:00
536,47,2026-07-11,2026-07-13 17:33:24,ACH,ACH,CREDIT,3449.03,3449.03,Synthetic ach transaction,,,TXN00000000000536,POSTED,2026-07-11 00:00:00
537,87,2025-01-04,2025-01-06 15:05:07,DEBIT_CARD,CARD,DEBIT,343.47,-343.47,Synthetic debit card transaction,Home Supply Center,,TXN00000000000537,POSTED,2025-01-04 00:00:00
538,84,2016-08-06,2016-08-08 00:49:12,DEPOSIT,BRANCH,CREDIT,4081.19,4081.19,Synthetic deposit transaction,,25.0,TXN00000000000538,POSTED,2016-08-06 00:00:00
539,114,2022-02-17,2022-02-18 16:43:50,CHECK,BRANCH,DEBIT,2252.96,-2252.96,Synthetic check transaction,,19.0,TXN00000000000539,POSTED,2022-02-17 00:00:00
540,22,2011-11-25,2011-11-25 13:05:18,WITHDRAWAL,BRANCH,DEBIT,318.3,-318.3,Synthetic withdrawal transaction,,10.0,TXN00000000000540,POSTED,2011-11-25 00:00:00
541,5,2013-12-31,2014-01-02 14:46:01,DEPOSIT,BRANCH,CREDIT,4833.54,4833.54,Synthetic deposit transaction,,19.0,TXN00000000000541,POSTED,2013-12-31 00:00:00
542,6,2015-11-09,2015-11-09 07:13:59,DEBIT_CARD,CARD,DEBIT,173.76,-173.76,Synthetic debit card transaction,North Star Grocery,,TXN00000000000542,POSTED,2015-11-09 00:00:00
543,139,2017-08-24,2017-08-24 04:17:23,DEBIT_CARD,CARD,DEBIT,140.14,-140.14,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000543,POSTED,2017-08-24 00:00:00
544,84,2017-08-19,2017-08-19 18:46:55,ACH,ACH,DEBIT,876.2,-876.2,Synthetic ach transaction,,,TXN00000000000544,POSTED,2017-08-19 00:00:00
545,97,2025-11-24,2025-11-24 23:10:49,ACH,ACH,DEBIT,5697.41,-5697.41,Synthetic ach transaction,,,TXN00000000000545,POSTED,2025-11-24 00:00:00
546,119,2024-03-18,2024-03-20 22:09:29,DEBIT_CARD,CARD,DEBIT,411.44,-411.44,Synthetic debit card transaction,North Star Grocery,,TXN00000000000546,POSTED,2024-03-18 00:00:00
547,26,2019-09-06,2019-09-07 12:26:25,DEPOSIT,ACH,CREDIT,5362.87,5362.87,Synthetic deposit transaction,,,TXN00000000000547,POSTED,2019-09-06 00:00:00
548,53,2023-10-15,2023-10-15 03:02:35,WITHDRAWAL,ATM,DEBIT,2404.15,-2404.15,Synthetic withdrawal transaction,,,TXN00000000000548,POSTED,2023-10-15 00:00:00
549,1,2021-05-31,2021-06-01 19:32:07,WITHDRAWAL,BRANCH,DEBIT,2335.1,-2335.1,Synthetic withdrawal transaction,,24.0,TXN00000000000549,POSTED,2021-05-31 00:00:00
550,65,2025-12-13,2025-12-13 05:05:33,DEBIT_CARD,CARD,DEBIT,23.33,-23.33,Synthetic debit card transaction,Home Supply Center,,TXN00000000000550,POSTED,2025-12-13 00:00:00
551,77,2017-12-25,2017-12-27 21:43:01,DEBIT_CARD,CARD,DEBIT,395.59,-395.59,Synthetic debit card transaction,Metro Fuel,,TXN00000000000551,POSTED,2017-12-25 00:00:00
552,82,2026-01-08,2026-01-08 23:25:15,FEE,INTERNAL,DEBIT,15.92,-15.92,Synthetic fee transaction,,,TXN00000000000552,POSTED,2026-01-08 00:00:00
553,88,2019-05-09,2019-05-09 00:18:41,DEBIT_CARD,CARD,DEBIT,291.96,-291.96,Synthetic debit card transaction,North Star Grocery,,TXN00000000000553,POSTED,2019-05-09 00:00:00
554,3,2013-01-01,2013-01-03 11:25:24,ACH,ACH,CREDIT,3243.43,3243.43,Synthetic ach transaction,,,TXN00000000000554,POSTED,2013-01-01 00:00:00
555,114,2020-05-27,2020-05-27 09:05:06,DEBIT_CARD,CARD,DEBIT,378.1,-378.1,Synthetic debit card transaction,Home Supply Center,,TXN00000000000555,REVERSED,2020-05-27 00:00:00
556,119,2023-03-10,2023-03-12 03:38:31,WITHDRAWAL,BRANCH,DEBIT,1900.88,-1900.88,Synthetic withdrawal transaction,,14.0,TXN00000000000556,POSTED,2023-03-10 00:00:00
557,92,2021-07-25,2021-07-27 03:16:01,ACH,ACH,CREDIT,244.86,244.86,Synthetic ach transaction,,,TXN00000000000557,POSTED,2021-07-25 00:00:00
558,54,2016-03-27,2016-03-29 05:47:55,ATM,ATM,CREDIT,118.88,118.88,Synthetic atm transaction,,,TXN00000000000558,POSTED,2016-03-27 00:00:00
559,145,2026-06-24,2026-06-26 19:58:48,FEE,INTERNAL,DEBIT,34.84,-34.84,Synthetic fee transaction,,,TXN00000000000559,POSTED,2026-06-24 00:00:00
560,146,2019-06-27,2019-06-28 14:48:27,DEPOSIT,ACH,CREDIT,11903.58,11903.58,Synthetic deposit transaction,,,TXN00000000000560,POSTED,2019-06-27 00:00:00
561,65,2025-12-16,2025-12-17 05:37:40,DEBIT_CARD,CARD,DEBIT,384.68,-384.68,Synthetic debit card transaction,River Cafe,,TXN00000000000561,POSTED,2025-12-16 00:00:00
562,71,2019-09-17,2019-09-17 20:14:18,FEE,INTERNAL,DEBIT,40.35,-40.35,Synthetic fee transaction,,,TXN00000000000562,POSTED,2019-09-17 00:00:00
563,108,2025-01-18,2025-01-20 05:41:56,DEBIT_CARD,CARD,DEBIT,39.57,-39.57,Synthetic debit card transaction,Online Marketplace,,TXN00000000000563,POSTED,2025-01-18 00:00:00
564,58,2025-11-16,2025-11-16 07:02:36,DEBIT_CARD,CARD,DEBIT,150.16,-150.16,Synthetic debit card transaction,North Star Grocery,,TXN00000000000564,POSTED,2025-11-16 00:00:00
565,8,2023-10-23,2023-10-25 12:37:19,DEBIT_CARD,CARD,DEBIT,51.2,-51.2,Synthetic debit card transaction,Metro Fuel,,TXN00000000000565,POSTED,2023-10-23 00:00:00
566,14,2019-03-11,2019-03-11 09:05:22,DEBIT_CARD,CARD,DEBIT,344.55,-344.55,Synthetic debit card transaction,Home Supply Center,,TXN00000000000566,POSTED,2019-03-11 00:00:00
567,22,2008-12-11,2008-12-13 10:25:40,WITHDRAWAL,BRANCH,DEBIT,1960.96,-1960.96,Synthetic withdrawal transaction,,10.0,TXN00000000000567,POSTED,2008-12-11 00:00:00
568,114,2019-08-20,2019-08-21 05:14:58,DEBIT_CARD,CARD,DEBIT,252.99,-252.99,Synthetic debit card transaction,River Cafe,,TXN00000000000568,POSTED,2019-08-20 00:00:00
569,25,2025-09-12,2025-09-13 21:09:44,DEPOSIT,MOBILE,CREDIT,5581.22,5581.22,Synthetic deposit transaction,,,TXN00000000000569,POSTED,2025-09-12 00:00:00
570,26,2021-10-10,2021-10-10 00:53:41,FEE,INTERNAL,DEBIT,28.51,-28.51,Synthetic fee transaction,,,TXN00000000000570,POSTED,2021-10-10 00:00:00
571,18,2022-07-24,2022-07-25 21:12:32,DEPOSIT,ACH,CREDIT,4277.59,4277.59,Synthetic deposit transaction,,,TXN00000000000571,POSTED,2022-07-24 00:00:00
572,114,2021-02-07,2021-02-08 02:03:00,ATM,ATM,DEBIT,317.61,-317.61,Synthetic atm transaction,,,TXN00000000000572,POSTED,2021-02-07 00:00:00
573,80,2025-08-10,2025-08-12 22:39:10,DEPOSIT,MOBILE,CREDIT,7247.89,7247.89,Synthetic deposit transaction,,,TXN00000000000573,POSTED,2025-08-10 00:00:00
574,3,2012-02-19,2012-02-19 14:35:26,CHECK,BRANCH,DEBIT,1699.8,-1699.8,Synthetic check transaction,,4.0,TXN00000000000574,POSTED,2012-02-19 00:00:00
575,52,2020-12-26,2020-12-27 20:51:47,DEBIT_CARD,CARD,DEBIT,383.85,-383.85,Synthetic debit card transaction,Online Marketplace,,TXN00000000000575,POSTED,2020-12-26 00:00:00
576,77,2021-09-02,2021-09-04 02:28:43,DEBIT_CARD,CARD,DEBIT,101.07,-101.07,Synthetic debit card transaction,North Star Grocery,,TXN00000000000576,POSTED,2021-09-02 00:00:00
577,59,2022-06-03,2022-06-04 05:08:59,CHECK,MOBILE,DEBIT,3232.94,-3232.94,Synthetic check transaction,,,TXN00000000000577,POSTED,2022-06-03 00:00:00
578,48,2009-03-22,2009-03-23 18:38:54,DEBIT_CARD,CARD,DEBIT,66.65,-66.65,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000578,POSTED,2009-03-22 00:00:00
579,93,2021-04-21,2021-04-21 12:41:27,WITHDRAWAL,BRANCH,DEBIT,562.98,-562.98,Synthetic withdrawal transaction,,9.0,TXN00000000000579,POSTED,2021-04-21 00:00:00
580,87,2026-07-01,2026-07-03 01:19:50,DEBIT_CARD,CARD,DEBIT,379.77,-379.77,Synthetic debit card transaction,North Star Grocery,,TXN00000000000580,POSTED,2026-07-01 00:00:00
581,36,2024-07-29,2024-07-30 03:06:49,FEE,INTERNAL,DEBIT,23.25,-23.25,Synthetic fee transaction,,,TXN00000000000581,POSTED,2024-07-29 00:00:00
582,44,2024-09-30,2024-09-30 13:48:33,WITHDRAWAL,BRANCH,DEBIT,2209.15,-2209.15,Synthetic withdrawal transaction,,4.0,TXN00000000000582,POSTED,2024-09-30 00:00:00
